instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weather,Temp,Atemp,Humidity,Windspeed,Casual,Registered,Total Rented,NormTemp,NormAtemp,NormHum,NormWindspeed
325,21/11/11,Winter,2011,11,0,Monday,1,Light Snow/Rain,18.3475,22.2531,91,9.249618,220,2545,2765,0.4475,0.445062,0.91,0.138054
326,22/11/11,Winter,2011,11,0,Tuesday,1,Light Snow/Rain,17.083347,21.0848,96.25,7.959064,69,1538,1607,0.416667,0.421696,0.9625,0.118792
327,23/11/11,Winter,2011,11,0,Wednesday,1,Mist/Cloudy,18.074153,21.52685,75.7917,22.500275,112,2454,2566,0.440833,0.430537,0.757917,0.335825
328,24/11/11,Winter,2011,11,1,Thursday,0,Clear/Partly Cloudy,15.306653,18.62355,54.9167,11.209368,560,935,1495,0.373333,0.372471,0.549167,0.167304
329,25/11/11,Winter,2011,11,0,Friday,1,Clear/Partly Cloudy,15.375,19.03355,64.375,6.6260186,1095,1697,2792,0.375,0.380671,0.64375,0.0988958
330,26/11/11,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,15.409153,19.25435,68.1667,4.5841936,1249,1819,3068,0.375833,0.385087,0.681667,0.0684208
331,27/11/11,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,18.825847,22.79,69.8333,13.999918,810,2261,3071,0.459167,0.4558,0.698333,0.208954
332,28/11/11,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,20.642598,24.5061,74.3043,9.522174,253,3614,3867,0.503478,0.490122,0.743043,0.142122
333,29/11/11,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,18.791653,22.56875,83.0833,17.292164,96,2818,2914,0.458333,0.451375,0.830833,0.258092
334,30/11/11,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,13.325,15.56105,61.3333,18.167586,188,3425,3613,0.325,0.311221,0.613333,0.271158
335,01/12/11,Winter,2011,12,0,Thursday,1,Clear/Partly Cloudy,12.8125,15.2777,52.4583,14.750586,182,3545,3727,0.3125,0.305554,0.524583,0.220158
336,02/12/11,Winter,2011,12,0,Friday,1,Clear/Partly Cloudy,12.880847,16.57165,62.5833,6.750518,268,3672,3940,0.314167,0.331433,0.625833,0.100754
337,03/12/11,Winter,2011,12,0,Saturday,0,Clear/Partly Cloudy,12.265847,15.5302,61.2917,6.4174811,706,2908,3614,0.299167,0.310604,0.612917,0.0957833
338,04/12/11,Winter,2011,12,0,Sunday,0,Clear/Partly Cloudy,13.564153,17.455,77.5833,5.6252061,634,2851,3485,0.330833,0.3491,0.775833,0.0839583
339,05/12/11,Winter,2011,12,0,Monday,1,Mist/Cloudy,15.819153,19.69625,82.7083,4.1679561,233,3578,3811,0.385833,0.393925,0.827083,0.0622083
340,06/12/11,Winter,2011,12,0,Tuesday,1,Light Snow/Rain,18.9625,22.82,94.9583,15.583061,126,2468,2594,0.4625,0.4564,0.949583,0.232583
341,07/12/11,Winter,2011,12,0,Wednesday,1,Light Snow/Rain,16.81,20.0123,97.0417,17.833725,50,655,705,0.41,0.400246,0.970417,0.266175
342,08/12/11,Winter,2011,12,0,Thursday,1,Clear/Partly Cloudy,10.899153,12.8469,58,16.083886,150,3172,3322,0.265833,0.256938,0.58,0.240058
343,09/12/11,Winter,2011,12,0,Friday,1,Clear/Partly Cloudy,11.924153,15.8771,69.5833,5.5420189,261,3359,3620,0.290833,0.317542,0.695833,0.0827167
344,10/12/11,Winter,2011,12,0,Saturday,0,Clear/Partly Cloudy,11.275,13.3206,50.75,15.625807,502,2688,3190,0.275,0.266412,0.5075,0.233221
345,11/12/11,Winter,2011,12,0,Sunday,0,Clear/Partly Cloudy,9.054153,12.6577,49,4.4582939,377,2366,2743,0.220833,0.253154,0.49,0.0665417
346,12/12/11,Winter,2011,12,0,Monday,1,Clear/Partly Cloudy,9.771653,13.5098,67.0833,4.25115,143,3167,3310,0.238333,0.270196,0.670833,0.06345
347,13/12/11,Winter,2011,12,0,Tuesday,1,Clear/Partly Cloudy,11.5825,15.0569,59,9.41685,155,3368,3523,0.2825,0.301138,0.59,0.14055
348,14/12/11,Winter,2011,12,0,Wednesday,1,Mist/Cloudy,13.0175,16.9181,66.375,4.0842061,178,3562,3740,0.3175,0.338362,0.66375,0.0609583
349,15/12/11,Winter,2011,12,0,Thursday,1,Mist/Cloudy,17.3225,20.61185,63.4167,17.958814,181,3528,3709,0.4225,0.412237,0.634167,0.268042
350,16/12/11,Winter,2011,12,0,Friday,1,Mist/Cloudy,15.375,17.99125,50.0417,17.458525,178,3399,3577,0.375,0.359825,0.500417,0.260575
351,17/12/11,Winter,2011,12,0,Saturday,0,Mist/Cloudy,10.591653,12.46855,56.0833,16.292189,275,2464,2739,0.258333,0.249371,0.560833,0.243167
352,18/12/11,Winter,2011,12,0,Sunday,0,Clear/Partly Cloudy,9.771653,12.27895,58.625,11.375193,220,2211,2431,0.238333,0.245579,0.58625,0.169779
353,19/12/11,Winter,2011,12,0,Monday,1,Clear/Partly Cloudy,11.343347,14.04665,63.75,11.584032,260,3143,3403,0.276667,0.280933,0.6375,0.172896
354,20/12/11,Winter,2011,12,0,Tuesday,1,Mist/Cloudy,15.819153,19.8227,59.5417,4.1252436,216,3534,3750,0.385833,0.396454,0.595417,0.0615708
355,21/12/11,Spring,2011,12,0,Wednesday,1,Mist/Cloudy,17.561653,21.40085,85.8333,14.8338,107,2553,2660,0.428333,0.428017,0.858333,0.2214
356,22/12/11,Spring,2011,12,0,Thursday,1,Mist/Cloudy,17.356653,21.30605,75.75,3.167425,227,2841,3068,0.423333,0.426121,0.7575,0.047275
357,23/12/11,Spring,2011,12,0,Friday,1,Clear/Partly Cloudy,15.306653,18.87565,68.625,18.374482,163,2046,2209,0.373333,0.377513,0.68625,0.274246
358,24/12/11,Spring,2011,12,0,Saturday,0,Clear/Partly Cloudy,12.4025,14.9621,54.25,12.750368,155,856,1011,0.3025,0.299242,0.5425,0.190304
359,25/12/11,Spring,2011,12,0,Sunday,0,Clear/Partly Cloudy,11.266103,13.99805,68.1304,10.391097,303,451,754,0.274783,0.279961,0.681304,0.155091
360,26/12/11,Spring,2011,12,1,Monday,0,Clear/Partly Cloudy,13.191299,15.77675,50.6957,16.044155,430,887,1317,0.321739,0.315535,0.506957,0.239465
361,27/12/11,Spring,2011,12,0,Tuesday,1,Mist/Cloudy,13.325,16.38165,76.25,12.62615,103,1059,1162,0.325,0.327633,0.7625,0.18845
362,28/12/11,Spring,2011,12,0,Wednesday,1,Clear/Partly Cloudy,12.26433,13.9987,50.3913,19.695387,255,2047,2302,0.29913,0.279974,0.503913,0.293961
363,29/12/11,Spring,2011,12,0,Thursday,1,Clear/Partly Cloudy,10.181653,13.1946,57.4167,8.000604,254,2169,2423,0.248333,0.263892,0.574167,0.119412
364,30/12/11,Spring,2011,12,0,Friday,1,Clear/Partly Cloudy,12.778347,15.9406,63.6667,9.000579,491,2508,2999,0.311667,0.318812,0.636667,0.134337
365,31/12/11,Spring,2011,12,0,Saturday,0,Clear/Partly Cloudy,16.81,20.70605,61.5833,14.750318,665,1820,2485,0.41,0.414121,0.615833,0.220154
366,01/01/12,Spring,2012,1,0,Sunday,0,Clear/Partly Cloudy,15.17,18.78105,69.25,12.875189,686,1608,2294,0.37,0.375621,0.6925,0.192167
367,02/01/12,Spring,2012,1,1,Monday,0,Clear/Partly Cloudy,11.194763,12.6152,38.1304,22.087555,244,1707,1951,0.273043,0.252304,0.381304,0.329665
368,03/01/12,Spring,2012,1,0,Tuesday,1,Clear/Partly Cloudy,6.15,6.31375,44.125,24.499957,89,2147,2236,0.15,0.126275,0.44125,0.365671
369,04/01/12,Spring,2012,1,0,Wednesday,1,Mist/Cloudy,4.4075,5.96685,41.4583,12.3749,95,2273,2368,0.1075,0.119337,0.414583,0.1847
370,05/01/12,Spring,2012,1,0,Thursday,1,Clear/Partly Cloudy,10.899153,13.9206,52.4167,8.709129,140,3132,3272,0.265833,0.278412,0.524167,0.129987
371,06/01/12,Spring,2012,1,0,Friday,1,Clear/Partly Cloudy,13.700847,17.01335,54.2083,11.249836,307,3791,4098,0.334167,0.340267,0.542083,0.167908
372,07/01/12,Spring,2012,1,0,Saturday,0,Clear/Partly Cloudy,16.126653,19.53895,53.1667,11.708786,1070,3451,4521,0.393333,0.390779,0.531667,0.174758
373,08/01/12,Spring,2012,1,0,Sunday,0,Clear/Partly Cloudy,13.8375,17.0129,46.5,12.833314,599,2826,3425,0.3375,0.340258,0.465,0.191542
374,09/01/12,Spring,2012,1,0,Monday,1,Mist/Cloudy,9.190847,12.37395,70.1667,6.6263,106,2270,2376,0.224167,0.247479,0.701667,0.0989
375,10/01/12,Spring,2012,1,0,Tuesday,1,Clear/Partly Cloudy,12.656536,15.9413,64.6522,12.565984,173,3425,3598,0.308696,0.318826,0.646522,0.187552
376,11/01/12,Spring,2012,1,0,Wednesday,1,Mist/Cloudy,11.240847,14.14105,84.75,8.791807,92,2085,2177,0.274167,0.282821,0.8475,0.131221
377,12/01/12,Spring,2012,1,0,Thursday,1,Mist/Cloudy,15.6825,19.0969,80.2917,12.124789,269,3828,4097,0.3825,0.381938,0.802917,0.180967
378,13/01/12,Spring,2012,1,0,Friday,1,Clear/Partly Cloudy,11.240847,12.4681,50.75,25.333236,174,3040,3214,0.274167,0.249362,0.5075,0.378108
379,14/01/12,Spring,2012,1,0,Saturday,0,Clear/Partly Cloudy,7.38,9.15435,45.75,12.541261,333,2160,2493,0.18,0.183087,0.4575,0.187183
380,15/01/12,Spring,2012,1,0,Sunday,0,Clear/Partly Cloudy,6.833347,8.08125,41.9167,16.834286,284,2027,2311,0.166667,0.161625,0.419167,0.251258
381,16/01/12,Spring,2012,1,1,Monday,0,Clear/Partly Cloudy,7.79,9.53315,52.25,15.500986,217,2081,2298,0.19,0.190663,0.5225,0.231358
382,17/01/12,Spring,2012,1,0,Tuesday,1,Mist/Cloudy,15.294763,18.2139,71.6087,23.39171,127,2808,2935,0.373043,0.364278,0.716087,0.34913
383,18/01/12,Spring,2012,1,0,Wednesday,1,Clear/Partly Cloudy,12.436653,13.7627,44.3333,27.833743,109,3267,3376,0.303333,0.275254,0.443333,0.415429
384,19/01/12,Spring,2012,1,0,Thursday,1,Clear/Partly Cloudy,7.79,9.5019,49.75,14.750586,130,3162,3292,0.19,0.190038,0.4975,0.220158
385,20/01/12,Spring,2012,1,0,Friday,1,Mist/Cloudy,8.9175,11.0479,45,13.58425,115,3048,3163,0.2175,0.220958,0.45,0.20275
386,21/01/12,Spring,2012,1,0,Saturday,0,Mist/Cloudy,7.106653,8.74375,83.125,14.917014,67,1234,1301,0.173333,0.174875,0.83125,0.222642
387,22/01/12,Spring,2012,1,0,Sunday,0,Mist/Cloudy,6.6625,8.1125,79.625,13.375746,196,1781,1977,0.1625,0.16225,0.79625,0.199638
388,23/01/12,Spring,2012,1,0,Monday,1,Mist/Cloudy,8.951653,12.1529,91.125,7.417436,145,2287,2432,0.218333,0.243058,0.91125,0.110708
389,24/01/12,Spring,2012,1,0,Tuesday,1,Clear/Partly Cloudy,14.0425,17.4554,83.5833,8.292389,439,3900,4339,0.3425,0.349108,0.835833,0.123767
390,25/01/12,Spring,2012,1,0,Wednesday,1,Clear/Partly Cloudy,12.060847,14.74105,64.375,10.791757,467,3803,4270,0.294167,0.294821,0.64375,0.161071
391,26/01/12,Spring,2012,1,0,Thursday,1,Mist/Cloudy,14.008347,17.8025,76.9583,4.9175186,244,3831,4075,0.341667,0.35605,0.769583,0.0733958
392,27/01/12,Spring,2012,1,0,Friday,1,Mist/Cloudy,17.425,20.76915,74.125,22.958689,269,3187,3456,0.425,0.415383,0.74125,0.342667
393,28/01/12,Spring,2012,1,0,Saturday,0,Clear/Partly Cloudy,12.949153,16.31895,54.3333,14.125543,775,3248,4023,0.315833,0.326379,0.543333,0.210829
394,29/01/12,Spring,2012,1,0,Sunday,0,Clear/Partly Cloudy,11.5825,13.63605,31.125,16.08335,558,2685,3243,0.2825,0.272721,0.31125,0.24005
395,30/01/12,Spring,2012,1,0,Monday,1,Clear/Partly Cloudy,11.035847,13.13125,40.0833,14.458064,126,3498,3624,0.269167,0.262625,0.400833,0.215792
396,31/01/12,Spring,2012,1,0,Tuesday,1,Clear/Partly Cloudy,15.99,19.06585,41.6667,17.541739,324,4185,4509,0.39,0.381317,0.416667,0.261817
397,01/02/12,Spring,2012,2,0,Wednesday,1,Clear/Partly Cloudy,19.235847,23.3269,50.7917,12.667489,304,4275,4579,0.469167,0.466538,0.507917,0.189067
398,02/02/12,Spring,2012,2,0,Thursday,1,Mist/Cloudy,16.365847,19.94855,67.2917,12.541529,190,3571,3761,0.399167,0.398971,0.672917,0.187187
399,03/02/12,Spring,2012,2,0,Friday,1,Clear/Partly Cloudy,12.846653,15.4673,52.6667,11.959232,310,3841,4151,0.313333,0.309346,0.526667,0.178496
400,04/02/12,Spring,2012,2,0,Saturday,0,Mist/Cloudy,10.830847,13.63625,77.9583,8.167032,384,2448,2832,0.264167,0.272725,0.779583,0.121896
401,05/02/12,Spring,2012,2,0,Sunday,0,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732,318,2629,2947,0.265833,0.264521,0.687917,0.175996
402,06/02/12,Spring,2012,2,0,Monday,1,Clear/Partly Cloudy,11.586969,14.8213,62.2174,10.3046,206,3578,3784,0.282609,0.296426,0.622174,0.1538
403,07/02/12,Spring,2012,2,0,Tuesday,1,Clear/Partly Cloudy,14.520847,18.0552,49.625,9.874393,199,4176,4375,0.354167,0.361104,0.49625,0.147379
404,08/02/12,Spring,2012,2,0,Wednesday,1,Mist/Cloudy,10.523347,13.32105,72.2917,8.959307,109,2693,2802,0.256667,0.266421,0.722917,0.133721
405,09/02/12,Spring,2012,2,0,Thursday,1,Clear/Partly Cloudy,10.865,13.0994,56.2083,13.000479,163,3667,3830,0.265,0.261988,0.562083,0.194037
406,10/02/12,Spring,2012,2,0,Friday,1,Mist/Cloudy,11.514153,14.6779,54,7.834243,227,3604,3831,0.280833,0.293558,0.54,0.116929
407,11/02/12,Spring,2012,2,0,Saturday,0,Light Snow/Rain,9.190847,10.54335,73.125,19.416332,192,1977,2169,0.224167,0.210867,0.73125,0.289796
408,12/02/12,Spring,2012,2,0,Sunday,0,Clear/Partly Cloudy,5.2275,5.0829,46.4583,27.417204,73,1456,1529,0.1275,0.101658,0.464583,0.409212
409,13/02/12,Spring,2012,2,0,Monday,1,Clear/Partly Cloudy,9.1225,11.39565,41.125,11.207961,94,3328,3422,0.2225,0.227913,0.41125,0.167283
410,14/02/12,Spring,2012,2,0,Tuesday,1,Mist/Cloudy,13.085847,16.6973,50.875,9.458993,135,3787,3922,0.319167,0.333946,0.50875,0.141179
411,15/02/12,Spring,2012,2,0,Wednesday,1,Clear/Partly Cloudy,14.281653,17.58145,53.125,12.1672,141,4028,4169,0.348333,0.351629,0.53125,0.1816
412,16/02/12,Spring,2012,2,0,Thursday,1,Mist/Cloudy,12.983347,16.5081,75.2917,6.125475,74,2931,3005,0.316667,0.330162,0.752917,0.091425
413,17/02/12,Spring,2012,2,0,Friday,1,Clear/Partly Cloudy,14.076653,17.58145,63.4583,13.791682,349,3805,4154,0.343333,0.351629,0.634583,0.205846
414,18/02/12,Spring,2012,2,0,Saturday,0,Clear/Partly Cloudy,14.213347,17.77125,53.4583,12.792243,1435,2883,4318,0.346667,0.355425,0.534583,0.190929
415,19/02/12,Spring,2012,2,0,Sunday,0,Mist/Cloudy,11.48,13.2894,51.5833,16.958504,618,2071,2689,0.28,0.265788,0.515833,0.253112
416,20/02/12,Spring,2012,2,1,Monday,0,Clear/Partly Cloudy,11.48,13.66955,50.7826,15.348561,502,2627,3129,0.28,0.273391,0.507826,0.229083
417,21/02/12,Spring,2012,2,0,Tuesday,1,Clear/Partly Cloudy,11.800866,14.75565,59.4348,13.783039,163,3614,3777,0.287826,0.295113,0.594348,0.205717
418,22/02/12,Spring,2012,2,0,Wednesday,1,Clear/Partly Cloudy,16.229153,19.63335,56.7917,15.709557,394,4379,4773,0.395833,0.392667,0.567917,0.234471
419,23/02/12,Spring,2012,2,0,Thursday,1,Clear/Partly Cloudy,18.620847,22.2223,55.4583,12.791171,516,4546,5062,0.454167,0.444446,0.554583,0.190913
420,24/02/12,Spring,2012,2,0,Friday,1,Mist/Cloudy,16.7075,20.54855,73.75,15.916989,246,3241,3487,0.4075,0.410971,0.7375,0.237567
421,25/02/12,Spring,2012,2,0,Saturday,0,Clear/Partly Cloudy,11.924153,12.78375,39.5833,28.250014,317,2415,2732,0.290833,0.255675,0.395833,0.421642
422,26/02/12,Spring,2012,2,0,Sunday,0,Clear/Partly Cloudy,11.445847,13.4154,41,13.750343,515,2874,3389,0.279167,0.268308,0.41,0.205229
423,27/02/12,Spring,2012,2,0,Monday,1,Clear/Partly Cloudy,15.033347,17.8977,49.0833,17.958211,253,4069,4322,0.366667,0.357954,0.490833,0.268033
424,28/02/12,Spring,2012,2,0,Tuesday,1,Clear/Partly Cloudy,14.725847,17.67625,39.5833,12.958939,229,4134,4363,0.359167,0.353525,0.395833,0.193417
425,29/02/12,Spring,2012,2,0,Wednesday,1,Mist/Cloudy,14.118268,17.4235,80.4783,12.000839,65,1769,1834,0.344348,0.34847,0.804783,0.179117
426,01/03/12,Spring,2012,3,0,Thursday,1,Clear/Partly Cloudy,19.919153,23.76855,61.5417,15.208129,325,4665,4990,0.485833,0.475371,0.615417,0.226987
427,02/03/12,Spring,2012,3,0,Friday,1,Mist/Cloudy,14.486653,17.9921,65.7083,9.708568,246,2948,3194,0.353333,0.359842,0.657083,0.144904
428,03/03/12,Spring,2012,3,0,Saturday,0,Mist/Cloudy,16.980847,20.6746,62.125,10.792293,956,3110,4066,0.414167,0.413492,0.62125,0.161079
429,04/03/12,Spring,2012,3,0,Sunday,0,Clear/Partly Cloudy,13.359153,15.15105,40.3333,22.416257,710,2713,3423,0.325833,0.303021,0.403333,0.334571
430,05/03/12,Spring,2012,3,0,Monday,1,Clear/Partly Cloudy,9.976653,12.05855,50.625,15.333486,203,3130,3333,0.243333,0.241171,0.50625,0.228858
431,06/03/12,Spring,2012,3,0,Tuesday,1,Clear/Partly Cloudy,10.591653,12.7521,45.6667,13.458625,221,3735,3956,0.258333,0.255042,0.456667,0.200875
432,07/03/12,Spring,2012,3,0,Wednesday,1,Clear/Partly Cloudy,16.570847,19.255,51.3333,23.167193,432,4484,4916,0.404167,0.3851,0.513333,0.345779
433,08/03/12,Spring,2012,3,0,Thursday,1,Clear/Partly Cloudy,21.6275,26.2302,56.75,29.584721,486,4896,5382,0.5275,0.524604,0.5675,0.441563
434,09/03/12,Spring,2012,3,0,Friday,1,Mist/Cloudy,16.844153,19.85415,40.7083,27.7916,447,4122,4569,0.410833,0.397083,0.407083,0.4148
435,10/03/12,Spring,2012,3,0,Saturday,0,Clear/Partly Cloudy,11.7875,13.88835,35.0417,15.12525,968,3150,4118,0.2875,0.277767,0.350417,0.22575
436,11/03/12,Spring,2012,3,0,Sunday,0,Clear/Partly Cloudy,14.831299,17.9835,47.6957,14.913329,1658,3253,4911,0.361739,0.35967,0.476957,0.222587
437,12/03/12,Spring,2012,3,0,Monday,1,Clear/Partly Cloudy,19.133347,22.9796,48.9167,13.916771,838,4460,5298,0.466667,0.459592,0.489167,0.207713
438,13/03/12,Spring,2012,3,0,Tuesday,1,Clear/Partly Cloudy,23.165,27.14645,61.75,15.87565,762,5085,5847,0.565,0.542929,0.6175,0.23695
439,14/03/12,Spring,2012,3,0,Wednesday,1,Clear/Partly Cloudy,23.4725,27.43085,50.7083,7.709154,997,5315,6312,0.5725,0.548617,0.507083,0.115062
440,15/03/12,Spring,2012,3,0,Thursday,1,Clear/Partly Cloudy,22.8575,26.64125,57.9583,10.042161,1005,5187,6192,0.5575,0.532825,0.579583,0.149883
441,16/03/12,Spring,2012,3,0,Friday,1,Mist/Cloudy,17.869153,21.81145,84.2083,7.583864,548,3830,4378,0.435833,0.436229,0.842083,0.113192
442,17/03/12,Spring,2012,3,0,Saturday,0,Mist/Cloudy,21.080847,25.2523,75.5833,7.417168,3155,4681,7836,0.514167,0.505046,0.755833,0.110704
443,18/03/12,Spring,2012,3,0,Sunday,0,Mist/Cloudy,19.3725,23.2,81,8.501161,2207,3685,5892,0.4725,0.464,0.81,0.126883
444,19/03/12,Spring,2012,3,0,Monday,1,Clear/Partly Cloudy,22.345,26.64105,72.875,10.875239,982,5171,6153,0.545,0.532821,0.72875,0.162317
445,20/03/12,Spring,2012,3,0,Tuesday,1,Clear/Partly Cloudy,22.994153,26.92665,80.7917,8.125157,1051,5042,6093,0.560833,0.538533,0.807917,0.121271
446,21/03/12,Summer,2012,3,0,Wednesday,1,Mist/Cloudy,21.798347,25.6629,82.125,6.0004061,1122,5108,6230,0.531667,0.513258,0.82125,0.0895583
447,22/03/12,Summer,2012,3,0,Thursday,1,Clear/Partly Cloudy,22.720847,26.57835,83.125,7.876654,1334,5537,6871,0.554167,0.531567,0.83125,0.117562
448,23/03/12,Summer,2012,3,0,Friday,1,Mist/Cloudy,24.668347,28.50335,69.4167,7.7921,2469,5893,8362,0.601667,0.570067,0.694167,0.1163
449,24/03/12,Summer,2012,3,0,Saturday,0,Mist/Cloudy,20.6025,24.33665,88.5417,12.916461,1033,2339,3372,0.5025,0.486733,0.885417,0.192783
450,25/03/12,Summer,2012,3,0,Sunday,0,Mist/Cloudy,17.9375,21.8744,88.0833,14.791925,1532,3464,4996,0.4375,0.437488,0.880833,0.220775
451,26/03/12,Summer,2012,3,0,Monday,1,Clear/Partly Cloudy,18.279153,21.9375,47.7917,25.917007,795,4763,5558,0.445833,0.43875,0.477917,0.386821
452,27/03/12,Summer,2012,3,0,Tuesday,1,Clear/Partly Cloudy,13.256653,15.7827,29,12.541864,531,4571,5102,0.323333,0.315654,0.29,0.187192
453,28/03/12,Summer,2012,3,0,Wednesday,1,Clear/Partly Cloudy,19.850847,23.5475,48.125,19.541957,674,5024,5698,0.484167,0.47095,0.48125,0.291671
454,29/03/12,Summer,2012,3,0,Thursday,1,Clear/Partly Cloudy,20.260847,24.1152,43.9167,21.41655,834,5299,6133,0.494167,0.482304,0.439167,0.31965
455,30/03/12,Summer,2012,3,0,Friday,1,Mist/Cloudy,15.17,18.78105,58.0833,9.250489,796,4663,5459,0.37,0.375621,0.580833,0.138067
456,31/03/12,Summer,2012,3,0,Saturday,0,Mist/Cloudy,17.390847,21.0854,73.8333,16.791339,2301,3934,6235,0.424167,0.421708,0.738333,0.250617
457,01/04/12,Summer,2012,4,0,Sunday,0,Mist/Cloudy,17.459153,20.86435,67.625,11.541889,2347,3694,6041,0.425833,0.417287,0.67625,0.172267
458,02/04/12,Summer,2012,4,0,Monday,1,Clear/Partly Cloudy,17.790433,21.37565,50.4348,20.913313,1208,4728,5936,0.433913,0.427513,0.504348,0.312139
459,03/04/12,Summer,2012,4,0,Tuesday,1,Clear/Partly Cloudy,19.133347,23.07415,39.6667,6.708911,1348,5424,6772,0.466667,0.461483,0.396667,0.100133
460,04/04/12,Summer,2012,4,0,Wednesday,1,Clear/Partly Cloudy,22.208347,26.6725,46.9583,12.125325,1058,5378,6436,0.541667,0.53345,0.469583,0.180975
461,05/04/12,Summer,2012,4,0,Thursday,1,Clear/Partly Cloudy,17.835,21.55815,37.4167,14.708443,1192,5265,6457,0.435,0.431163,0.374167,0.219529
462,06/04/12,Summer,2012,4,0,Friday,1,Clear/Partly Cloudy,16.536653,19.53835,37.7083,20.125996,1807,4653,6460,0.403333,0.390767,0.377083,0.300388
463,07/04/12,Summer,2012,4,0,Saturday,0,Clear/Partly Cloudy,17.9375,21.30645,25.4167,18.416357,3252,3605,6857,0.4375,0.426129,0.254167,0.274871
464,08/04/12,Summer,2012,4,0,Sunday,0,Clear/Partly Cloudy,20.5,24.62125,27.5833,15.583932,2230,2939,5169,0.5,0.492425,0.275833,0.232596
465,09/04/12,Summer,2012,4,0,Monday,1,Clear/Partly Cloudy,20.055847,23.8319,31.75,23.999132,905,4680,5585,0.489167,0.476638,0.3175,0.358196
466,10/04/12,Summer,2012,4,0,Tuesday,1,Clear/Partly Cloudy,18.313347,21.81165,43.5,16.708125,819,5099,5918,0.446667,0.436233,0.435,0.249375
467,11/04/12,Summer,2012,4,0,Wednesday,1,Clear/Partly Cloudy,14.296536,16.8637,46.9565,19.783358,482,4380,4862,0.348696,0.337274,0.469565,0.295274
468,12/04/12,Summer,2012,4,0,Thursday,1,Clear/Partly Cloudy,16.2975,19.3802,46.625,19.458743,663,4746,5409,0.3975,0.387604,0.46625,0.290429
469,13/04/12,Summer,2012,4,0,Friday,1,Clear/Partly Cloudy,18.1425,21.5904,40.8333,10.416557,1252,5146,6398,0.4425,0.431808,0.408333,0.155471
470,14/04/12,Summer,2012,4,0,Saturday,0,Clear/Partly Cloudy,20.295,24.3998,50.2917,12.791439,2795,4665,7460,0.495,0.487996,0.502917,0.190917
471,15/04/12,Summer,2012,4,0,Sunday,0,Clear/Partly Cloudy,24.873347,28.69375,50.7917,15.083643,2846,4286,7132,0.606667,0.573875,0.507917,0.225129
472,16/04/12,Summer,2012,4,1,Monday,0,Clear/Partly Cloudy,27.230847,30.74625,56.1667,19.083543,1198,5172,6370,0.664167,0.614925,0.561667,0.284829
473,17/04/12,Summer,2012,4,0,Tuesday,1,Clear/Partly Cloudy,24.941653,29.92435,39.0417,18.333143,989,5702,6691,0.608333,0.598487,0.390417,0.273629
474,18/04/12,Summer,2012,4,0,Wednesday,1,Mist/Cloudy,18.996653,22.8519,56.9167,11.250104,347,4020,4367,0.463333,0.457038,0.569167,0.167912
475,19/04/12,Summer,2012,4,0,Thursday,1,Clear/Partly Cloudy,20.431653,24.6523,61.25,4.4172564,846,5719,6565,0.498333,0.493046,0.6125,0.0659292
476,20/04/12,Summer,2012,4,0,Friday,1,Clear/Partly Cloudy,21.593347,25.78875,69.4583,10.041357,1340,5950,7290,0.526667,0.515775,0.694583,0.149871
477,21/04/12,Summer,2012,4,0,Saturday,0,Clear/Partly Cloudy,23.37,27.14605,68.2917,19.000329,2541,4083,6624,0.57,0.542921,0.682917,0.283587
478,22/04/12,Summer,2012,4,0,Sunday,0,Light Snow/Rain,16.263347,19.4752,83.5417,23.084582,120,907,1027,0.396667,0.389504,0.835417,0.344546
479,23/04/12,Summer,2012,4,0,Monday,1,Mist/Cloudy,13.188347,15.05625,76.6667,20.334232,195,3019,3214,0.321667,0.301125,0.766667,0.303496
480,24/04/12,Summer,2012,4,0,Tuesday,1,Clear/Partly Cloudy,16.946653,20.26415,45.4167,16.708661,518,5115,5633,0.413333,0.405283,0.454167,0.249383
481,25/04/12,Summer,2012,4,0,Wednesday,1,Clear/Partly Cloudy,19.543347,23.51585,42.7917,7.959064,655,5541,6196,0.476667,0.470317,0.427917,0.118792
482,26/04/12,Summer,2012,4,0,Thursday,1,Mist/Cloudy,20.431653,24.17915,75.6667,11.833875,475,4551,5026,0.498333,0.483583,0.756667,0.176625
483,27/04/12,Summer,2012,4,0,Friday,1,Clear/Partly Cloudy,18.7575,22.63185,40.0833,23.291411,1014,5219,6233,0.4575,0.452637,0.400833,0.347633
484,28/04/12,Summer,2012,4,0,Saturday,0,Mist/Cloudy,15.443347,18.8752,48.9583,8.708325,1120,3100,4220,0.376667,0.377504,0.489583,0.129975
485,29/04/12,Summer,2012,4,0,Sunday,0,Clear/Partly Cloudy,18.791653,22.50605,58.7083,7.832836,2229,4075,6304,0.458333,0.450121,0.587083,0.116908
486,30/04/12,Summer,2012,4,0,Monday,1,Mist/Cloudy,19.030847,22.8848,57,11.499746,665,4907,5572,0.464167,0.457696,0.57,0.171638
